company_name,company_number,company_type,incorporation_date,nature_of_business,registered_office_address,_score
CYROCK CAPITAL LTD,10181912,ltd,16-05-2016,[66300],71-75 Shelton Street London United Kingdom WC2H 9JQ,7.0
COLNE INVESTMENT MANAGEMENT LTD,08977318,ltd,03-04-2014,[66300],Beckwith Barn Warren Estate Chelmsford United Kingdom CM1 3WT,7.0
MACTAGGART & MICKEL INVESTMENTS LIMITED,10037922,ltd,02-03-2016,[66300],London (W1w 5pf) Office 167-169 Great Portland Street London England W1W 5PF,7.0
SHOREFOX PARTNERS LIMITED,16132647,ltd,12-12-2024,"[64304,66300, 70221]",73 Cornhill London United Kingdom EC3V 3QQ,7.0
BOSSA INVESTMENTS LTD,13002534,ltd,06-11-2020,"[64209,64304,66300, 68100]",1 Wern Road Ammanford Wales SA18 1LN,7.0
VASEY & HARRIS ASSET MANAGEMENT LIMITED,10214397,ltd,03-06-2016,[66300],Level 7 One Canada Square London England E14 5AA,7.0
TIE-STONE INVESTMENTS LIMITED,10476013,ltd,14-11-2016,"[66300, 68209]",1 Copperhouse Court Milton Keynes England MK7 8NL,7.0
NOVUM INVESTMENT MANAGEMENT LIMITED,14537642,ltd,13-12-2022,"[64999, 66300]","Wsm,  Connect House 133-137 Alexandra Road London United Kingdom SW19 7JY",7.0
KIG INVESTMENTS UK LIMITED,10220096,ltd,08-06-2016,[66300],6th Floor 9 Appold Street London United Kingdom EC2A 2AP,7.0
SUTTON OAKS WEALTH MANAGEMENT LTD,09238725,ltd,29-09-2014,[66300],Mere Green House Sutton Coldfield England B75 5BT,7.0
FINANCE TRINITY LIMITED,09206275,ltd,05-09-2014,[66300],Apollo House Whitehills Business Park England FY4 5FS,7.0
FRIGG RESEARCH LTD,17332919,ltd,10-07-2026,"[64205,64209,66300, 70229]",66 Paul Street London England EC2A 4NA,7.0
CHARTERS INVESTMENTS LTD,09129185,ltd,14-07-2014,[66300],9 Kerry Street Leeds England LS18 4AW,7.0
JURISGENIX CONSULTANCY SERVICES LIMITED,17097614,ltd,17-03-2026,"[64209,66300,69109, 70229]",128 City Road London United Kingdom EC1V 2NX,7.0
STEAKSODA LIMITED,14222430,ltd,08-07-2022,"[66300, 70229]",C/O Merit Accountants London England WC1H 0AF,7.0
PLANNING TRADE & FINANCE LIMITED,17342922,ltd,16-07-2026,"[64302,66120,66190, 66300]",71-75 Shelton Street London United Kingdom WC2H 9JQ,7.0
UHUSIANO CAPITAL LIMITED,10198144,ltd,25-05-2016,[66300],207 Regent Street London W1B 3HH,7.0
DIF INFRA 4 UK PARTNER LIMITED,09270199,ltd,20-10-2014,[66300],2.05 Clockwise Old Town Hall Bromley England BR1 3FE,7.0
ELEMENTAL CAPITAL LTD,09035491,ltd,12-05-2014,[66300],14 Beech Hill Westgate Otley LS21 3AX,7.0
MIDLANDS INVESTMENT AGENCY LIMITED,09221850,ltd,17-09-2014,[66300],16 High Street Wolverhampton WV6 8QT,7.0
AGRIP LIMITED,09949980,ltd,13-01-2016,"[52290, 66300]",3a Heath Road Maidstone England ME17 4DF,7.0
ADVANTAGE EARLY GROWTH LIMITED,04847732,private-limited-guarant-nsc,28-07-2003,[66300],Redroofs Tenbury Wells England WR15 8EN,7.0
BLUEBELL FUNDING UK LTD,12667685,ltd,12-06-2020,"[64191,64205,64910, 66300]",Lyndale House Addlestone England KT15 1TN,7.0
EPIPHRON CAPITAL (UK) LIMITED,10366895,ltd,08-09-2016,[66300],C/O Kroll Advisory Ltd London United Kingdom SE1 9SG,7.0
BRITISH BUSINESS INVESTMENTS LTD,09091930,ltd,18-06-2014,[66300],Steel City House Sheffield S1 2GQ,7.0
AUHHA LTD,15736601,ltd,23-05-2024,"[66300,68310,68320, 70229]","Profile West Suite 2, First Floor Brentford United Kingdom TW8 9ES",7.0
MR&K CO. LTD,12705849,ltd,30-06-2020,"[46160,46190,66110, 66300]",N90 28 Mill Street Ottery St. Mary England EX11 1AD,7.0
RATIO VENTURES LIMITED,10491416,ltd,22-11-2016,[66300],The Clock House London England SW3 2PX,7.0
WEALTHIFY LIMITED,09034828,ltd,12-05-2014,[66300],Tec Marina Penarth Wales CF64 1SA,7.0
AMIA CAPITAL ADVISORS LTD,10472278,ltd,10-11-2016,[66300],Cleveland House London SW1Y 6RJ,7.0
C TO C SME FINANCE LIMITED,08846700,ltd,15-01-2014,[66300],First Floor Linea House Fleet England GU51 2UZ,7.0
AB VISION FINANCIAL LTD,SC481466,ltd,04-07-2014,[66300],15 Miller Road Ayr Scotland KA7 2AX,7.0
ARION INVESTMENT MANAGEMENT LIMITED,09954672,ltd,15-01-2016,[66300],253 Gray's Inn Road London United Kingdom WC1X 8QT,7.0
RGF PROJECT VEHICLE C.I.C.,07970019,private-limited-guarant-nsc,29-02-2012,[66300],Adam House London England WC2N 6AA,7.0
RUTLAND REGISTRATIONS LIMITED,10156911,ltd,29-04-2016,[66300],Thomas House London England SW1V 1PX,7.0
PEGZETA LTD,15908105,ltd,20-08-2024,"[47910,64209,66190, 66300]","Office 6908 321-323 High Road,  Essex United Kingdom RM6 6AX",7.0
ALANDA CAPITAL MANAGEMENT LIMITED,10294934,ltd,25-07-2016,[66300],166 Piccadilly London England W1J 9EF,7.0
ALPHAGREP UK LIMITED,10322734,ltd,10-08-2016,"[63990, 66300]",Ibex House Weybridge United Kingdom KT13 8AH,7.0
AMG ASSET MANAGEMENT LTD,14503438,ltd,24-11-2022,"[47910,66300,68100, 68320]",27 Old Gloucester Street London United Kingdom WC1N 3AX,7.0
JMCD INVESTMENTS LIMITED,08850932,ltd,17-01-2014,[66300],High Trees Barn Cinder Lane Wetherby England LS23 6HH,7.0
GAM SYSTEMATIC HOLDING LIMITED,10236491,ltd,16-06-2016,[66300],8 Finsbury Circus London England EC2M 7GB,7.0
ELEPHANT ASSET MANAGEMENT LIMITED,10280508,ltd,15-07-2016,[66300],10 Maidstone Buildings Mews London United Kingdom SE1 1GF,7.0
LEGACY WEALTH MANAGEMENT LIMITED,NI628117,ltd,01-12-2014,[66300],15 -17 Chichester Street Belfast Northern Ireland BT1 4JB,7.0
APPLEGREEN TRADING & INVESTMENTS UK LTD,13098966,ltd,24-12-2020,"[66300, 82990]",10 Larch Gardens Bilston England WV14 0TU,7.0
SERERO MANAGEMENT & RESEARCH LIMITED,10395284,ltd,27-09-2016,[66300],21 Knightsbridge London England SW1X 7LY,7.0
JOANNA TOON WEALTH MANAGEMENT LIMITED,09125417,ltd,10-07-2014,[66300],Foxhall Business Centre Nottingham England NG7 6LH,7.0
SALTHOUSE STERLING LIMITED,08899381,ltd,18-02-2014,[66300],Moor House Whippletree Road Cambridge England CB22 4PD,7.0
FINNEXO INVESTMENTS LTD,14297973,ltd,16-08-2022,"[64304,64306,66300, 68100]",128 City Road London United Kingdom EC1V 2NX,7.0
PHILAX INTERNATIONAL (UK) LIMITED,11489104,ltd,30-07-2018,"[66300, 74909]",504 Taylor House London United Kingdom E14 8GS,7.0
MAINBRIDGE CAPITAL VENTURES LTD,14197464,ltd,27-06-2022,"[59111,59113,64306, 66300]",86-90 Paul Street London England EC2A 4NE,7.0
A.I. ASSETS LIMITED,10356985,ltd,02-09-2016,[66300],45 Gresham Street London United Kingdom EC2V 7BG,7.0
BAMGPU LIMITED,10203537,ltd,27-05-2016,[66300],Brompton Asset Management London England SW1X 7QA,7.0
TECHSTART NI CAPITAL LIMITED,SC479980,ltd,12-06-2014,[66300],C/O Cms Cameron Mckenna Naborro Olswang Llp Saltire Court Edinburgh Scotland EH1 2EN,7.0
NORRIN RADD LIMITED,10202361,ltd,26-05-2016,"[62020, 66300]",The Shippen Higher Sutton Town Launceston England PL15 8NJ,7.0
SJW WEALTH MANAGEMENT LTD,08991739,ltd,10-04-2014,[66300],11 Lower Way Milton Keynes England MK17 9AG,7.0
MARKET ACCESS ASSET MANAGEMENT LIMITED,09955866,ltd,18-01-2016,[66300],2nd Floor 75 King William Street London England EC4N 7BE,7.0
MARCANDA INVESTMENTS LIMITED,09082252,ltd,11-06-2014,[66300],Beckwith Barn Warren Estate Chelmsford United Kingdom CM1 3WT,7.0
FINANCE FOR ENTERPRISE LIMITED,01925556,private-limited-guarant-nsc,24-06-1985,[66300],Oak House Doncaster England DN4 5HZ,7.0
CHOICE WEALTH MANAGEMENT LIMITED,08991662,ltd,10-04-2014,[66300],Haresfoot Arkely EN5 3JZ,7.0
KITTIWAKE INVESTMENTS LTD,09301904,ltd,10-11-2014,[66300],Roppeleghs Haslemere GU27 2EN,7.0
REBALION LIMITED,14297291,ltd,15-08-2022,"[62020,62090,66220, 66300]",71-75 Shelton Street London United Kingdom WC2H 9JQ,7.0
HH CAMBRIDGE PROPERTY LTD,14520975,ltd,02-12-2022,"[64306,66300,68100, 68209]",2 Frederick Street London United Kingdom WC1X 0ND,7.0
BRICKLANE INVESTMENT SERVICES LTD,10021399,ltd,23-02-2016,[66300],19-23 Ironmonger Row London England EC1V 3QN,7.0
ADVISANT CAPITAL ADVISORS LIMITED,15868962,ltd,31-07-2024,"[66300,70221, 70229]",66 Trafalgar House Juniper Drive London England SW18 1GY,7.0
ASSET RECOVERY & INSOLVENCY LTD,08959246,ltd,26-03-2014,[66300],The Clocktower Warsash United Kingdom SO31 9GQ,7.0
SANNAS GROUP LIMITED,12425173,ltd,27-01-2020,"[46120,64205, 66300]",Suit 315 394 Muswell Hill Broadway London England N10 1DJ,7.0
ELMS WEALTH MANAGEMENT LIMITED,09289697,ltd,31-10-2014,[66300],"Unit 1,  St Stephens Court Bournemouth United Kingdom BH2 6LA",7.0
MOGOR CONSULTING LIMITED,15776872,ltd,13-06-2024,"[41100,66300,68320, 70229]",2 Herbert Street Nuneaton England CV10 7DX,7.0
PHDP GLOBAL LIMITED,11215791,ltd,20-02-2018,"[43999,66300, 71111]",14 Moors Way Woodbridge England IP12 4HQ,7.0
MAYFAIR EQUITY PARTNERS PENCO LIMITED,09988055,ltd,04-02-2016,[66300],8 Hanover Street London United Kingdom W1S 1YQ,7.0
RAS CAPITAL CR LTD,10177074,ltd,12-05-2016,[66300],11 St Christopher's Place London England W1U 1NG,7.0
WILD + WILD WEALTH MANAGEMENT LIMITED,09294600,ltd,04-11-2014,[66300],The Granary Chichester PO20 7FD,7.0
ERIK MANAGEMENT LTD,08909824,ltd,25-02-2014,[66300],Beckwith Barn Warren Estate Chelmsford United Kingdom CM1 3WT,7.0
BLACKFORT GROUP LTD,15589984,ltd,24-03-2024,"[66300,70229, 82990]",1 Cornhill London England EC3V 3ND,7.0
NORTH WEST BUSINESS FINANCE LIMITED,07028838,private-limited-guarant-nsc,24-09-2009,[66300],The Maltings Warrington WA4 6PU,7.0
MVAM LIMITED,09246335,ltd,02-10-2014,[66300],275 High Street Dorking United Kingdom RH4 1RY,7.0
BILLIONAIRE BROTHERS & CO LIMITED,12485487,ltd,26-02-2020,"[66120,66300, 68100]",7 Bell Yard London England WC2A 2JR,7.0
SPINNAKER IM NO. 2 LTD,09365297,ltd,23-12-2014,[66300],Beckwith Barn Warren Estate Chelmsford United Kingdom CM1 3WT,7.0
KARAN ASSETS MANAGEMENT LTD,13888604,ltd,02-02-2022,"[64304,64910,66110, 66300]",11 Niagara Court Off Rentfoprd Road London United Kingdom SE16 7BA,7.0
SB INVESTMENT ADVISERS (UK) LIMITED,10498335,ltd,25-11-2016,[66300],69 Grosvenor Street London W1K 3JP,7.0
PRYTANIA ASSET MANAGEMENT SERVICES LIMITED,10506778,ltd,01-12-2016,[66300],C/O Prytania Investment Advisors Llp Phoenix House London United Kingdom EC4N 7BP,7.0
ADJUNCT VALUE PARTNERS LIMITED,16059868,ltd,04-11-2024,"[66300,70229, 85422]",39 Princess Road London England NW1 8JS,7.0
Z.P. INVESTMENTS LIMITED,10075987,ltd,21-03-2016,[66300],15 Swinton Street London England WC1X 9NL,7.0
VALOR FINANCIAL (UK) LTD.,10172257,ltd,10-05-2016,[66300],"3rd Floor 45 Albemarle Street,  Mayfair London England W1S 4JL",7.0
EWKIN INVESTMENTS LTD,08933193,ltd,11-03-2014,[66300],Unit 7 Stanley Court Witney England OX29 0TB,7.0
QUEENSGATE INVESTMENTS MANAGEMENT LIMITED,10048677,ltd,08-03-2016,[66300],8 Hill Street London United Kingdom W1J 5NG,7.0
DDB VENTURE CAPITAL LTD,16156948,ltd,31-12-2024,"[64304,64999, 66300]",The Plaza London England SW10 0SZ,7.0
FIRST FLEET CAPITAL ADVISORS LTD,10409064,ltd,04-10-2016,[66300],5th Floor Queensland House London England WC2R 0LT,7.0
STR84WRD INVEST LTD,14525721,ltd,06-12-2022,"[64301,64303,64304, 66300]",128 City Road London United Kingdom EC1V 2NX,7.0
RUTHERFORD HUGHES LIMITED,10431722,ltd,17-10-2016,"[66290, 66300]",Collingwood Buildings Newcastle Upon Tyne United Kingdom NE1 1JF,7.0
PMC ANALYTICS UK LIMITED,10121024,ltd,13-04-2016,[66300],77 Endell Street London England WC2H 9DZ,7.0
ARTLESS WEALTH LTD,12402895,ltd,14-01-2020,"[64999, 66300]",The Old Forge Colchester United Kingdom CO1 2TP,7.0
APEXICA PARTNERS LTD,15721694,ltd,15-05-2024,"[64303,66300,70221, 70229]",2 Middleton Road Oldham England OL2 5PA,7.0
PFH MARKETS LIMITED,12427084,ltd,27-01-2020,"[64205,64301,66110, 66300]",2nd Floor College House Ruislip United Kingdom HA4 7AE,7.0
MKJA INVESTMENTS LTD,14044883,ltd,13-04-2022,"[66300,70221, 74909]",Archer House Britland Estate Eastbourne England BN22 8PW,7.0
SILVERMAN FIELD LIMITED,08954452,ltd,24-03-2014,[66300],15 West Street Brighton England BN1 2RL,7.0
TRIVIUM WEALTH LTD,15723004,ltd,15-05-2024,"[64922,64999,65300, 66300]",18 Denleigh Close Bargoed United Kingdom CF81 8NP,7.0
DEPOSITLOCK LTD,13882521,ltd,31-01-2022,"[66190,66300, 70221]",2 Martha Close Salford England M5 3QN,7.0
CFA NETWORK LTD,14074062,ltd,27-04-2022,"[66300,70221, 70229]",46 Nova Road Croydon England CR0 2TL,7.0
"CAPIMAX FINTECH,BLOCKCHAIN LIMITED",16538119,ltd,,"[62090,64205,64999, 66300]",128 City Road London United Kingdom EC1V 2NX,7.0
VK WEALTH MANAGEMENT LTD,09123737,ltd,09-07-2014,[66300],Apex Building Doncaster England DN4 5JP,7.0
NHO CAPITAL LIMITED,15693141,ltd,30-04-2024,"[64999,66300, 70229]",35 Ballards Lane London United Kingdom N3 1XW,7.0
FORTIS EUROPE LTD,14296815,ltd,15-08-2022,"[64304,64306,66300, 68100]",128 City Road London United Kingdom EC1V 2NX,7.0
CATHEDRAL WEALTH MANAGEMENT LIMITED,09305526,ltd,11-11-2014,[66300],59 East Street Chichester PO19 1HL,7.0
UK IMAGINARY SPACE LABS LIMITED,16132502,ltd,12-12-2024,"[62020,63990,66190, 66300]",L220 Beaconside Business Village Stafford United Kingdom ST18 0BF,7.0
ROMFORD STARTUP HUB LTD,14440143,ltd,25-10-2022,"[66300,69202, 82990]",2-4 Eastern Road Romford England RM1 3PJ,7.0
ZOE REYNOLDS FINANCIAL SERVICES LIMITED,09154917,ltd,31-07-2014,[66300],Spear House Burntwood England WS7 3GL,7.0
KIG BRIGHTON LIMITED,10188157,ltd,19-05-2016,[66300],6th Floor 9 Appold Street London United Kingdom EC2A 2AP,7.0
KAEVELON LIMITED,15661030,ltd,19-04-2024,"[41100,64999,66300, 70229]",7 Hollywood Way Erith England DA8 2QD,7.0
PROPITEER PLANNING & DEVELOPMENT LIMITED,11203135,ltd,13-02-2018,"[66300, 68100]",84 South Croxted Road London United Kingdom SE21 8BD,7.0
DRICOPAX CAPITAL LIMITED,10323192,ltd,10-08-2016,[66300],7 Bell Yard London England WC2A 2JR,7.0
ATLAS ASSETS GLOBAL LTD,14564466,ltd,31-12-2022,"[66300, 70221]",Office 13637 182-184 High Street North East Ham London England E6 2JA,7.0
OCEANO APEX LTD,16950254,ltd,08-01-2026,"[62020,62090,64999, 66300]",20 Wenlock Road London England N1 7GU,7.0
QUANTUMLEAP UK OPCO LTD,17103210,ltd,19-03-2026,"[62012,62020,66300, 70229]","Office 275 Qle,  Unit 5,  399-405 Oxford Street London United Kingdom W1C 2BU",7.0
ELEFORCE LTD,17124067,ltd,30-03-2026,"[64205,66300,70221, 74909]",20 Wenlock Road London England N1 7GU,7.0
KOI ADVISORY LTD,17105881,ltd,20-03-2026,"[66300,69201,70221, 70229]",71-75 Shelton Street London United Kingdom WC2H 9JQ,7.0
CIRCLE TRI-ANGLE TECHNOLOGY LIMITED,15616930,ltd,04-04-2024,"[62012,64205,66190, 66300]",85 Kinsey Road Smethwick England B66 4SL,7.0
SOCOFIT CAPITAL LIMITED,17225428,ltd,18-05-2026,"[64205,66120,66190, 66300]",20 Wenlock Road London England N1 7GU,7.0
ER CAPITAL GROUP LTD,17276127,ltd,17-06-2026,"[64205,64302,66190, 66300]",71-75 Shelton Street London United Kingdom WC2H 9JQ,7.0
ECOMMERCE CONSULTING PARTNERS LIMITED,11157380,ltd,18-01-2018,"[65202,66220, 66300]",18 Surrey Road Harrow England HA1 4NH,7.0
FUNDING HOUSE INVESTMENTS LTD,09082331,ltd,11-06-2014,[66300],"Springfield House Weybridge,  United Kingdom KT13 9LZ",7.0
GERMINAL INTERNATIONAL LTD,SC749999,ltd,10-11-2022,"[64999,66120, 66300]",142 Izatt Avenue Dunfermline Scotland KY11 3BB,7.0
ROBERTSHAW MOXHAM CAPITAL LTD,15837612,ltd,15-07-2024,"[66300,70229, 82990]","First Floor,  5 London United Kingdom EC4M 7RD",7.0
ROBERTSHAW MOXHAM HOLDINGS LIMITED,15824822,ltd,08-07-2024,"[66300,70229, 82990]","First Floor,  5 London United Kingdom EC4M 7RD",7.0
PLATINUM ASSET MANAGEMENT LIMITED,17345106,ltd,17-07-2026,"[64991,64999,66300, 70221]",27 Hill Street London United Kingdom W1J 5LP,7.0
NO LABEL VENTURES ADVISER LIMITED,14177213,ltd,16-06-2022,"[66300, 70221]","Studio 5.01 332 Ladbroke Grove,  London London England W10 5AD",7.0
CUSTODIA GROUP LTD,17356142,ltd,22-07-2026,"[64205,64301,66300, 70221]",128 City Road London United Kingdom EC1V 2NX,7.0
THE NORTH EAST REGIONAL INVESTMENT FUND PARTNER LIMITED,05852259,private-limited-guarant-nsc,20-06-2006,[66300],"5th Floor,  West One Newcastle Upon Tyne England NE1 3PA",7.0
THISTLE GILT LTD,16941559,ltd,05-01-2026,"[46342,62090,64999, 66300]",58 Bagleys Lane London England SW6 2BH,7.0
MATREX E-COMERECE LTD,15592817,ltd,25-03-2024,"[62012,64999,66300, 70221]",15592817 - COMPANIES HOUSE DEFAULT ADDRESS Cardiff CF14 8LH,7.0
ASAYED LTD,17325115,ltd,07-07-2026,"[66300,70229,72200, 78300]",196 Edgware Road London England W2 2DS,7.0
FIRST DIGITAL PAY LIMITED,15768042,ltd,07-06-2024,"[64303,64921,64999, 66300]",15768042 - COMPANIES HOUSE DEFAULT ADDRESS Cardiff CF14 8LH,7.0
NOSARA CAPITAL MANAGEMENT LIMITED,11523728,ltd,17-08-2018,"[64303, 66300]",80 Lansdowne Road London England W11 2LS,7.0
ORO VENTURES LAB LIMITED,14106743,ltd,13-05-2022,"[64303,64304,64991, 66300]","Suite G04 1 Quality Court,  Chancery Lane London England WC2A 1HR",7.0
CARSPHAIRN RENEWABLE ENERGY FUND LIMITED,SC359237,private-limited-guarant-nsc,07-05-2009,[66300],Knockgray Farm Castle Douglas Scotland DG7 3TF,7.0
CAZADORES INVESTMENTS LTD,10181648,ltd,16-05-2016,[66300],Harben House Harben Parade London United Kingdom NW3 6LH,7.0
CRIPTIUM LTD.,11342273,ltd,02-05-2018,"[62012,62020, 66300]",19 Westfield Welwyn Garden City England AL7 1QZ,7.0
BBC PENSION INVESTMENT LIMITED,10113986,ltd,08-04-2016,[66300],Broadcasting House London United Kingdom W1A 1AA,7.0
CASTLEROCK WEALTH MANAGEMENT LIMITED,08931306,ltd,10-03-2014,[66300],26 High Street Rochester England ME1 1PT,7.0
GAM SYSTEMATIC SERVICES LIMITED,10236511,ltd,16-06-2016,[66300],8 Finsbury Circus London England EC2M 7GB,7.0
REVOLVER OCELOT LIMITED,10172756,ltd,10-05-2016,"[66300, 68209]","C/O Pm+M Llp,  New Century House Greenbank Technology Park Blackburn United Kingdom BB1 5QB",7.0
BAYHAM STREET FINANCIAL LIMITED,09328990,ltd,26-11-2014,[66300],21 Attlee Court Howard Road Stanmore England HA7 1FB,7.0
SHREWD FINANCE LTD,09155202,ltd,31-07-2014,[66300],9 Monarch Way Ely England CB7 4JP,7.0
DKB WEALTH MANAGEMENT LIMITED,10026182,ltd,25-02-2016,[66300],124 City Road London England EC1V 2NX,7.0
BRINDLEY CAPITAL LTD,11486567,ltd,27-07-2018,"[64301,66300, 73200]",17 Constabulary Close West Drayton England UB7 7GE,7.0
CLEAR FUTURE WEALTH MANAGEMENT LIMITED,09074009,ltd,06-06-2014,[66300],59 Wostenholm Road Sheffield England S7 1LE,7.0
REALVALUE CAPITAL LTD,09264151,ltd,15-10-2014,[66300],34 Croydon Road Caterham England CR3 6QB,7.0
HALF SKY CAPITAL (UK) LTD,10110398,ltd,07-04-2016,[66300],25 Ep 25 Eccleston Place London England SW1W 9NF,7.0
SAJ CONSULTING SERVICES LTD,11562927,ltd,11-09-2018,"[66300, 74909]",60 Thistlewaite Road London United Kingdom E5 0QQ,7.0
IMPERIAL MANAGEMENT CORPORATION LTD,15935537,ltd,04-09-2024,"[64999,66190, 66300]",16 Great Queen Street London United Kingdom WC2B 5AH,7.0
COLLINS COMMUNICATIONS LTD,12988610,ltd,02-11-2020,"[64205,64301, 66300]",71-75 Shelton Street London England WC2H 9JQ,7.0
5PLUS INT. TRADING LTD,10307417,ltd,02-08-2016,"[66110, 66300]",25 Grosvenor Road Wrexham Wales LL11 1BT,7.0
COMMONWEALTH GAMES (SCOTLAND) ENDOWMENT FUND,SC301214,private-limited-guarant-nsc-limited-exemption,24-04-2006,[66300],"Doges,  Templeton On The Green Glasgow G40 1DA",7.0
TRITON VENTURES LTD,14288862,ltd,10-08-2022,"[64304,64306,66300, 68100]",128 City Road London United Kingdom EC1V 2NX,7.0
WAYPOINT HEALTH PROPERTY LIMITED,11534616,ltd,23-08-2018,"[66300, 68320]",17-19 Maddox Street London England W1S 2QH,7.0
GOODINSON WEALTH MANAGEMENT LIMITED,08893088,ltd,13-02-2014,[66300],Cjs Accountants Ltd The Yard Preston United Kingdom PR5 6HA,7.0
VENTOUX INVESTMENT MANAGEMENT LTD,10376710,ltd,15-09-2016,[66300],10 South Worple Way London United Kingdom SW14 8ST,7.0
ASHBOURNE CAPITAL SOLUTIONS LIMITED,10064514,ltd,15-03-2016,[66300],C/O Goldwyns London Llp London United Kingdom EC3V 3DG,7.0
STEPHENSON WEALTH LIMITED,09133780,ltd,16-07-2014,[66300],21 Heath Grove Harrogate England HG2 0PX,7.0
AVERROES CAPITAL LIMITED,11728639,ltd,14-12-2018,"[64303, 66300]",77 Charlotte Street London United Kingdom W1T 4PW,7.0
CORNERSTONE PRODUCTS LIMITED,12573239,ltd,27-04-2020,"[47990,62020,64991, 66300]",77 Ardwell Avenue Ilford United Kingdom IG6 1AP,7.0
SPEECA LIMITED,10513763,ltd,07-12-2016,[66300],28 Eccleston Square London England SW1V 1NZ,7.0
IMPACTABLE INVESTMENT GROUP LTD,14563910,ltd,30-12-2022,"[66300, 70229]",124 City Road London England EC1V 2NX,7.0
GIBBS DENLEY INVESTMENT MANAGEMENT LIMITED,09333120,ltd,28-11-2014,[66300],1a Tower Square Leeds England LS1 4DL,7.0
TEMBO CAPITAL MANAGEMENT LIMITED,10038341,ltd,02-03-2016,[66300],First Floor 7-9 Swallow Street London England W1B 4DE,7.0
FINANUM LIMITED,10430883,ltd,17-10-2016,"[63990, 66300]",10 Cheltenham Court 30 Marsh Lane Stanmore United Kingdom HA7 4HE,7.0
ONE PERCENT HOLDINGS COMPANY LIMITED,12714993,ltd,02-07-2020,"[64301,65300,66290, 66300]",12 Raleigh Close Nottingham England NG11 8RP,7.0
EXTREEMFX LTD,12721709,ltd,06-07-2020,"[66110,66300,85590, 96090]",1e Tudor Gardens Harrow United Kingdom HA3 5PB,7.0
INFINITY WEALTH MANAGEMENT LTD,09236532,ltd,26-09-2014,[66300],32a Newbold Road Chesterfield S41 7PH,7.0
YUNMO COMPANY LIMITED,16082318,ltd,15-11-2024,"[64301,66110,66300, 70221]","7 Copperfield Road,  Coventry West Midlands,  England United Kingdom CV2 4AQ",7.0
VIGIL CRUISEVOY LIMITED,14322939,ltd,30-08-2022,"[66300,78300,79110, 85600]",128 City Road London United Kingdom EC1V 2NX,7.0
SCHOOL OF LIFE LTD,13893639,ltd,04-02-2022,"[47910,47990,66300, 96090]",128 City Road London United Kingdom EC1V 2NX,7.0
GRATICULE ASSET MANAGEMENT ASIA (UK) LIMITED,09007565,ltd,23-04-2014,[66300],2 New Bailey Salford United Kingdom M3 5GS,7.0
NEA SELINI LTD,16125525,ltd,09-12-2024,"[64303,64999,66110, 66300]","2nd Floor College House Ruislip,  United Kingdom HA4 7AE",7.0
ASPIRATION FINANCIAL MANAGEMENT LIMITED,10452920,ltd,31-10-2016,"[65110, 66300]",90 Whitegate Drive Blackpool United Kingdom FY3 9DA,7.0
CAMBRIA CAPITAL LTD,10418182,ltd,10-10-2016,"[64205, 66300]",85 Beverley Crescent Bedford United Kingdom MK40 4BZ,7.0
PRYTANIA ASSET MANAGEMENT LIMITED,10500586,ltd,28-11-2016,[66300],C/O Prytania Investment Advisors Llp London England EC4N 7BP,7.0
SOLOMON PETER INVESTMENTS LIMITED,11233656,ltd,05-03-2018,"[66120, 66300]",85 Great Portland Street London England W1W 7LT,7.0
TITAN HOLDINGS GROUP OF COMPANIES LTD,12424137,ltd,24-01-2020,"[64209,64303, 66300]",128 City Road London EC1V 2NX,7.0
LATITUDE INVESTMENT GROUP LTD,10193549,ltd,23-05-2016,[66300],6 Arlington Street London England SW1A 1RE,7.0
YAVIN INVESTMENTS LTD,08961177,ltd,26-03-2014,[66300],Field House Utterby United Kingdom LN11 0TH,7.0
JSL INVESTMENTS LIMITED,09099396,ltd,24-06-2014,[66300],The Old Mill Mill Yard Cobham KT11 3NE,7.0
GREED MANAGERS LIMITED,13940838,ltd,25-02-2022,"[62020,64991,66300, 71200]",27 Old Gloucester Street London United Kingdom WC1N 3AX,7.0
BLUE CLOUD GLOBAL U.K. LIMITED,14819323,ltd,21-04-2023,"[64303,66300, 70221]",20 Havelock Road Hastings England TN34 1BP,6.5
CTS FINANCE LIMITED,10744713,ltd,27-04-2017,[66300],Solar House London United Kingdom N14 6NZ,6.5
MATIN GROUP LTD,10885069,ltd,26-07-2017,[66300],128 City Road London United Kingdom EC1V 2NX,6.5
EZEBIZGROUP LTD,10999818,ltd,06-10-2017,"[49320, 66300]",3 Wylie Close Oxford United Kingdom OX3 7NH,6.5
APEX INDEPENDENT FINANCIAL PLANNING LTD,09747110,ltd,25-08-2015,[66300],Elm Lodge 14 Elbow Lane Liverpool England L37 4AF,6.5
EFG HERMES UK LIMITED,10563064,ltd,13-01-2017,[66300],18 Upper Brook Street London England W1K 7PU,6.5
HENLEY FM LIMITED,10800818,ltd,02-06-2017,[66300],50 Grosvenor Hill London England W1K 3QT,6.5
AEGON INVESTMENTS LIMITED,10654248,ltd,06-03-2017,[66300],Level 26 The Leadenhall Building London United Kingdom EC3V 4AB,6.5
REDDINGTON WEALTH MANAGEMENT LIMITED,SC511663,ltd,27-07-2015,[66300],1 Rutland Square Edinburgh Scotland EH1 2AS,6.5
BLU FAMILY OFFICE LIMITED,09580739,ltd,08-05-2015,[66300],15 Little Green Richmond England TW9 1QH,6.5
